ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
28,Mississippi,MS,28067,Jones County,28067,"Jones County, Mississippi",694.84422490004,67152,0,28620,35,24323,521,21141,1986,1070,324,5130,636,6122,710,7323,918,11696,119,16642,34,10835,972,2045,400,740,262,24030,99,569,229,5844,638,385,152,1469,295,1811,46,32.3,3.0,3.7,1.1,21.1,2.6,13.9,1.6,11.0,1.4,17.4,0.2,24.8,0.1,16.3,1.5,8.4,1.6,1.2,0.4,35.8,0.1,2.0,0.8,20.4,2.2,1.5,0.6,6.0,1.2,2.7,0.1,0.3457,0.0864,0.2963,0.2346,0.2469,1.2099,0.0988,0.4444,0.7778,0.2716,0.5556,0.8395,2.8889,0.7654,0.2716,0.2716,0.2716,0.5802,0.4691,0.2222,0.4074,0.5556,2.2345,0.4198,6.6049,0.2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71961,7788,775,19433,336,3169,0,213,88,253,106,0,33,924,388,38,75,32.0,3.2,28.9,0.5,4.7,0.0,0.3,0.1,0.4,0.2,0.0,0.1,1.4,0.6,0.1,0.1
28,Mississippi,MS,28069,Kemper County,28069,"Kemper County, Mississippi",766.1820250213,8980,0,3958,29,3143,213,2673,545,538,250,698,224,1186,234,1260,306,1853,15,1635,15,1835,351,358,170,19,76,5984,20,61,75,797,208,135,80,154,69,952,42,33.1,6.7,14.1,6.4,22.2,7.0,20.0,3.7,14.8,3.6,20.6,0.2,18.2,0.2,21.6,4.1,11.4,5.4,0.2,0.9,66.6,0.2,1.6,1.9,20.1,5.2,4.3,2.5,4.9,2.2,10.6,0.5,0.4074,1.0,0.4444,0.8025,0.8765,3.5308,0.8025,0.8272,0.0494,0.7037,0.8025,0.321,2.7038,0.679,0.8025,0.8025,0.8025,0.4568,0.4568,0.9383,0.2099,0.9259,2.9877,0.7654,10.0248,0.8642,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,8101,932,232,5552,49,68,48,3,6,341,26,0,20,20,27,0,20,29.7,7.0,61.8,0.5,0.8,0.5,0.0,0.1,3.8,0.3,0.0,0.5,0.2,0.3,0.0,0.5
28,Mississippi,MS,28071,Lafayette County,28071,"Lafayette County, Mississippi",631.6970458880199,56172,0,28147,65,18702,716,16001,1639,732,261,5122,669,2656,478,5057,765,7363,58,10106,31,5293,591,911,293,203,160,16885,229,3415,531,2818,422,273,181,1099,298,5301,127,31.5,3.2,2.8,1.0,27.4,3.4,8.2,1.5,9.1,1.4,13.1,0.1,18.0,0.1,9.5,1.1,4.9,1.6,0.4,0.3,30.1,0.4,12.2,1.9,10.0,1.5,1.4,1.0,5.9,1.5,9.4,0.2,0.2963,0.0123,0.7407,0.0123,0.0617,1.1233,0.0864,0.0247,0.037,0.0123,0.037,0.4815,0.5925,0.0,0.2099,0.2099,0.2099,0.9877,0.1235,0.1852,0.3704,0.9012,2.568,0.5926,4.4937,0.0247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,65636,2058,324,13096,253,1469,0,1276,137,48,49,0,33,913,343,83,140,11.0,1.7,23.3,0.4,2.6,0.0,2.3,0.2,0.1,0.1,0.0,0.1,1.6,0.6,0.1,0.2
28,Mississippi,MS,28073,Lamar County,28073,"Lamar County, Mississippi",496.569564455192,64425,0,27319,31,24896,377,15421,1500,1857,423,5631,712,3815,557,8099,1002,9294,70,15736,0,9233,847,2042,437,397,196,17809,100,2768,549,2810,464,441,181,1115,388,344,17,24.1,2.3,5.8,1.3,22.6,2.8,8.8,1.3,12.7,1.6,14.4,0.1,24.4,0.0,14.5,1.3,8.2,1.8,0.7,0.3,27.6,0.2,10.1,2.0,10.3,1.7,1.8,0.7,4.5,1.5,0.5,0.0,0.0741,0.358,0.4815,0.0247,0.4691,1.4074,0.1728,0.0741,0.716,0.1481,0.4938,0.679,2.111,0.2346,0.1852,0.1852,0.1852,0.9506,0.1481,0.3457,0.1728,0.0247,1.6419,0.0617,5.3455,0.0864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,55099,2834,557,13481,300,1991,0,781,143,83,69,0,33,1386,327,87,96,11.4,2.2,20.9,0.5,3.1,0.0,1.2,0.2,0.1,0.1,0.0,0.1,2.2,0.5,0.1,0.1
28,Mississippi,MS,28075,Lauderdale County,28075,"Lauderdale County, Mississippi",703.6740795692959,72741,0,33586,58,28349,534,25117,1942,1685,311,8621,760,7816,780,6890,800,12992,60,17065,58,12442,916,3043,408,182,191,35415,172,1989,474,5189,626,518,174,2766,470,3088,73,36.1,2.8,5.5,1.0,30.4,2.6,15.8,1.6,9.9,1.2,17.9,0.1,23.5,0.1,17.9,1.3,10.8,1.4,0.3,0.3,48.7,0.2,5.9,1.4,15.4,1.9,1.9,0.6,9.8,1.6,4.2,0.1,0.6173,0.2963,0.9012,0.4198,0.1111,2.3457,0.4815,0.5432,0.5679,0.3333,0.7778,0.4321,2.6543,0.6296,0.5926,0.5926,0.5926,0.8642,0.2963,0.4074,0.8519,0.7654,3.1852,0.8642,8.7778,0.6667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79311,5265,491,31564,328,1635,0,540,92,75,64,11,20,1330,363,260,142,18.6,1.7,43.4,0.5,2.2,0.0,0.7,0.1,0.1,0.1,0.0,0.1,1.8,0.5,0.4,0.2
28,Mississippi,MS,28077,Lawrence County,28077,"Lawrence County, Mississippi",430.60180183850997,11933,0,5770,34,4473,220,4648,556,554,233,933,212,1382,259,1653,323,2239,23,3007,22,3256,450,315,109,58,96,4285,22,18,29,1587,232,86,62,239,126,15,1,39.0,4.7,12.0,5.0,20.9,4.6,17.1,3.2,13.9,2.7,18.8,0.2,25.2,0.2,27.3,3.8,7.1,2.4,0.5,0.9,35.9,0.2,0.3,0.5,27.5,4.0,1.9,1.4,5.3,2.8,0.1,0.0,0.7284,0.9136,0.2716,0.4938,0.7407,3.1481,0.7407,0.7037,0.8519,0.9383,0.321,0.5309,3.3458,0.9383,0.2963,0.2963,0.2963,0.0741,0.8519,0.4074,0.284,0.0,1.6174,0.0494,8.4076,0.642,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,9593,1819,244,3755,129,281,0,25,33,40,13,0,22,179,117,5,9,40.7,5.0,31.5,1.1,2.4,0.0,0.2,0.3,0.3,0.1,0.0,0.4,1.5,1.0,0.0,0.1
28,Mississippi,MS,28079,Leake County,28079,"Leake County, Mississippi",582.897105225584,21335,0,9044,22,7369,265,7158,794,513,186,1395,273,2701,441,3314,462,3737,61,4890,0,4845,440,590,167,384,263,11162,24,86,66,2249,289,231,94,657,162,467,26,34.6,3.8,6.0,2.1,18.9,3.6,18.7,3.0,15.9,2.2,17.5,0.3,22.9,0.0,23.3,2.1,8.1,2.2,1.9,1.3,52.3,0.1,0.9,0.7,24.9,3.2,3.1,1.3,8.9,2.2,2.2,0.1,0.4815,0.3827,0.1235,0.7037,0.9383,2.6297,0.5926,0.4691,0.4815,0.8025,0.4568,0.963,3.1729,0.9012,0.6543,0.6543,0.6543,0.2099,0.7531,0.8272,0.7901,0.4691,3.0494,0.8025,9.5063,0.7778,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,18086,2140,322,8482,176,1098,0,80,90,1210,65,0,26,292,181,0,26,29.0,4.2,39.8,0.8,5.1,0.0,0.4,0.4,5.7,0.3,0.0,0.2,1.4,0.8,0.0,0.2
28,Mississippi,MS,28081,Lee County,28081,"Lee County, Mississippi",449.964920227744,83343,0,37310,72,32001,602,17918,1423,2269,472,7150,709,7052,778,9192,974,12634,85,20777,8,11457,730,2696,474,735,330,30286,205,2988,494,3739,342,1195,286,1562,317,1106,31,21.8,1.7,5.6,1.2,22.3,2.2,12.7,1.4,11.2,1.2,15.2,0.1,24.9,0.1,14.0,0.9,8.4,1.5,0.9,0.4,36.3,0.2,8.0,1.3,10.0,0.9,3.8,0.9,4.9,1.0,1.3,0.0,0.037,0.321,0.4568,0.1852,0.2716,1.2716,0.1111,0.1481,0.8148,0.1235,0.5556,0.7778,2.4198,0.4691,0.321,0.321,0.321,0.9136,0.1235,0.9012,0.2099,0.2593,2.4075,0.5185,6.4199,0.2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,104996,6039,565,24770,434,2491,0,858,128,106,72,166,174,1460,322,435,338,18.9,1.7,29.7,0.5,3.0,0.0,1.0,0.2,0.1,0.1,0.2,0.2,1.8,0.4,0.5,0.4
28,Mississippi,MS,28083,Leflore County,28083,"Leflore County, Mississippi",594.074181675298,27920,0,12666,28,9656,316,12908,1186,1380,407,3009,440,2925,344,3936,549,4073,45,7772,123,3666,523,1429,226,52,133,22000,78,350,164,597,168,201,97,1242,240,1191,41,48.8,4.4,11.8,3.5,31.2,4.4,16.8,2.0,14.4,2.0,14.6,0.2,27.8,0.4,13.4,1.9,14.8,2.3,0.2,0.5,78.8,0.3,2.7,1.3,4.7,1.3,2.1,1.0,12.9,2.4,4.3,0.1,0.9259,0.9012,0.9136,0.4815,0.8395,4.0617,0.9383,0.1111,0.9877,0.0988,0.9877,0.321,2.5063,0.5556,0.9259,0.9259,0.9259,0.679,0.0247,0.5062,0.9506,0.7778,2.9383,0.7284,10.4322,0.8889,1,1,1,0,0,3,0,1,0,1,0,2,1,1,0,0,0,1,0,1,7,34965,4355,401,20841,156,812,0,97,131,16,25,0,26,158,97,76,78,45.1,3.7,74.6,0.6,2.9,0.0,0.3,0.5,0.1,0.1,0.0,0.2,0.6,0.3,0.3,0.3
28,Mississippi,MS,28085,Lincoln County,28085,"Lincoln County, Mississippi",586.20698894501,34855,0,15817,38,13070,404,10624,1274,613,230,2465,417,3026,446,4793,777,5938,35,8044,111,5126,504,780,277,54,120,11466,74,200,128,4115,501,550,262,569,157,600,13,30.9,3.7,4.3,1.5,18.9,3.1,12.7,1.9,13.9,2.3,17.0,0.1,23.1,0.3,14.9,1.5,6.0,2.1,0.2,0.4,32.9,0.2,1.2,0.8,26.0,3.2,4.2,2.0,4.4,1.2,1.7,0.0,0.2593,0.1605,0.1235,0.1852,0.7407,1.4692,0.1975,0.358,0.5309,0.2099,0.1235,0.321,1.5433,0.0741,0.2222,0.2222,0.2222,0.3333,0.7778,0.9259,0.1481,0.3704,2.5555,0.5802,5.7902,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,34368,2520,412,10527,153,462,0,192,26,0,30,0,30,281,162,4,16,19.3,3.1,30.2,0.4,1.3,0.0,0.6,0.1,0.0,0.1,0.0,0.1,0.8,0.5,0.0,0.1
28,Mississippi,MS,28087,Lowndes County,28087,"Lowndes County, Mississippi",505.448145196848,58547,0,26973,37,22651,497,16683,1233,1585,405,6038,584,4655,530,5984,720,9740,91,13878,46,6624,658,1870,390,160,164,29299,182,940,243,3040,382,261,129,1537,351,1689,36,29.5,2.2,6.2,1.6,26.7,2.5,12.0,1.4,10.6,1.3,16.6,0.2,23.7,0.1,11.7,1.2,8.3,1.7,0.3,0.3,50.0,0.3,3.5,0.9,11.3,1.4,1.1,0.6,6.8,1.5,2.9,0.1,0.2099,0.4444,0.7037,0.1481,0.2099,1.716,0.2222,0.3086,0.5926,0.0617,0.5309,0.4321,1.9259,0.1605,0.6049,0.6049,0.6049,0.7284,0.1975,0.1358,0.4938,0.6049,2.1604,0.3827,6.4072,0.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61278,3433,456,26042,352,1415,0,642,62,61,53,0,33,879,362,260,199,15.2,1.9,44.5,0.6,2.4,0.0,1.1,0.1,0.1,0.1,0.0,0.1,1.5,0.6,0.4,0.3
28,Mississippi,MS,28089,Madison County,28089,"Madison County, Mississippi",714.357455885854,109257,0,46174,62,42182,541,17872,1863,2337,432,9853,943,5449,635,7974,847,15824,115,26665,32,11628,887,2917,470,796,271,49250,227,2590,485,2415,496,678,256,1559,403,2200,76,16.6,1.7,4.2,0.8,23.4,2.2,7.4,0.9,7.4,0.8,14.5,0.1,24.4,0.1,10.7,0.8,6.9,1.1,0.8,0.3,45.1,0.2,5.6,1.1,5.2,1.1,1.6,0.6,3.7,1.0,2.0,0.1,0.0123,0.1358,0.5309,0.0,0.0,0.679,0.0247,0.0988,0.716,0.037,0.284,0.716,1.8518,0.1358,0.5309,0.5309,0.5309,0.8519,0.037,0.2716,0.0494,0.4444,1.6543,0.0741,4.716,0.0494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117469,3726,603,41056,347,3381,0,2964,157,20,23,39,45,1456,390,334,193,8.8,1.4,37.6,0.3,3.1,0.0,2.7,0.1,0.0,0.1,0.0,0.1,1.3,0.4,0.3,0.2
28,Mississippi,MS,28091,Marion County,28091,"Marion County, Mississippi",542.397703120258,24362,0,11164,21,9102,308,9282,939,938,297,2322,381,2872,522,3699,553,4511,54,5687,90,5170,435,429,155,75,119,8887,245,229,128,2768,415,138,65,526,214,743,23,39.5,4.0,9.5,2.9,25.5,4.1,17.2,3.1,15.7,2.3,18.5,0.2,23.3,0.4,21.9,1.8,4.8,1.7,0.3,0.5,36.5,1.0,2.1,1.1,24.8,3.7,1.5,0.7,5.8,2.3,3.0,0.1,0.7407,0.8025,0.642,0.5185,0.9136,3.6173,0.8148,0.6543,0.5556,0.7284,0.0247,0.4321,2.3951,0.4568,0.3333,0.3333,0.3333,0.6049,0.7407,0.2222,0.3333,0.6173,2.5184,0.5556,8.8641,0.679,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22512,2505,336,7862,66,422,0,15,20,34,65,0,26,371,228,183,139,27.5,3.8,32.3,0.3,1.7,0.0,0.1,0.1,0.1,0.3,0.0,0.2,1.5,0.9,0.8,0.6
28,Mississippi,MS,28093,Marshall County,28093,"Marshall County, Mississippi",706.18488041189,33980,0,15156,43,12797,359,10334,1220,719,207,3294,500,4085,696,3767,679,6226,76,6988,11,6400,675,815,234,364,198,17974,201,253,125,3348,456,356,134,480,165,2090,69,32.6,3.8,4.8,1.4,25.7,3.8,17.2,2.9,11.6,2.1,18.3,0.2,20.6,0.1,19.6,2.1,6.4,1.8,1.1,0.6,52.9,0.6,1.7,0.8,22.1,3.0,2.8,1.0,3.8,1.3,6.2,0.2,0.3704,0.2346,0.679,0.5185,0.3704,2.1729,0.4444,0.642,0.1235,0.5062,0.1852,0.8148,2.2717,0.3951,0.6667,0.6667,0.6667,0.4815,0.5679,0.7407,0.0864,0.8519,2.7284,0.642,7.8397,0.4938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29160,2804,371,15475,273,1452,0,40,61,14,18,0,30,826,306,167,182,21.9,2.9,45.5,0.8,4.3,0.0,0.1,0.2,0.0,0.1,0.0,0.1,2.4,0.9,0.5,0.5
28,Mississippi,MS,28095,Monroe County,28095,"Monroe County, Mississippi",765.091235133632,34168,0,16739,26,13410,468,10047,1112,791,237,2692,375,3572,445,3536,518,6689,28,7713,67,4723,504,952,268,126,154,11371,7,26,23,3516,419,226,129,690,168,543,16,30.3,3.3,5.5,1.6,20.1,2.7,15.1,1.9,10.5,1.5,19.6,0.1,22.6,0.2,14.0,1.5,7.1,2.0,0.4,0.5,33.3,0.0,0.2,0.1,21.0,2.5,1.7,1.0,5.1,1.3,1.6,0.0,0.2222,0.2963,0.2346,0.358,0.1852,1.2963,0.1235,0.7654,0.3704,0.1235,0.321,0.4815,2.0618,0.2099,0.2469,0.2469,0.2469,0.037,0.5185,0.3086,0.2593,0.321,1.4444,0.037,5.0494,0.0741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28415,2220,287,10302,169,510,0,94,99,9,13,0,30,456,154,0,30,16.6,2.1,30.2,0.5,1.5,0.0,0.3,0.3,0.0,0.1,0.0,0.1,1.3,0.5,0.0,0.1
28,Mississippi,MS,28097,Montgomery County,28097,"Montgomery County, Mississippi",406.980399240456,9803,0,5281,34,3830,260,4144,498,298,123,1050,269,1635,301,934,282,2166,0,2223,0,2048,309,293,143,0,80,4693,20,222,158,812,192,105,64,330,128,140,4,42.9,5.2,7.8,3.2,27.4,6.8,24.4,4.4,9.7,2.9,22.1,0.0,22.7,0.0,21.2,3.2,7.7,3.7,0.0,0.9,47.9,0.2,4.2,3.0,15.4,3.6,2.7,1.7,8.6,3.2,1.4,0.0,0.8642,0.6543,0.7407,0.963,0.0864,3.3086,0.7778,0.9506,0.4074,0.679,0.3951,0.0,2.4321,0.4938,0.5679,0.5679,0.5679,0.7901,0.2963,0.679,0.7654,0.3086,2.8394,0.6667,9.148,0.7407,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8256,1075,191,4505,105,62,48,0,20,0,20,0,20,126,93,0,20,28.1,4.6,46.0,1.1,0.6,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.3,0.9,0.0,0.5
28,Mississippi,MS,28099,Neshoba County,28099,"Neshoba County, Mississippi",570.134090100342,28970,0,12081,39,10199,277,11476,1103,1134,281,1956,347,3213,416,3612,587,4791,86,7992,20,5149,552,873,215,138,119,12241,26,167,86,2739,316,719,187,847,225,495,21,40.5,3.9,9.3,2.3,19.2,3.4,17.7,2.3,12.7,2.1,16.5,0.3,27.6,0.1,18.1,1.9,8.6,2.1,0.5,0.4,42.3,0.1,1.4,0.7,22.7,2.6,7.1,1.8,8.3,2.2,1.7,0.1,0.7778,0.7778,0.1605,0.5802,0.4691,2.7654,0.6296,0.2716,0.9753,0.3704,0.5926,0.5309,2.7408,0.716,0.4815,0.4815,0.4815,0.3951,0.5926,1.0,0.7531,0.3704,3.1112,0.8519,9.0989,0.716,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,30991,2474,337,6596,310,62,56,172,27,4631,135,17,28,549,263,214,248,24.3,3.2,22.8,1.1,0.2,0.2,0.6,0.1,16.0,0.5,0.1,0.1,1.9,0.9,0.7,0.9
28,Mississippi,MS,28101,Newton County,28101,"Newton County, Mississippi",577.76989576305,21275,0,9113,55,7706,281,7045,790,381,122,1362,264,1946,325,3001,505,3679,168,5098,43,4396,405,535,172,3,100,8670,158,29,27,2128,269,91,66,423,143,800,35,34.4,3.9,4.3,1.4,17.7,3.4,14.3,2.4,14.3,2.4,17.3,0.8,24.0,0.2,20.9,1.9,6.9,2.2,0.0,0.5,40.8,0.7,0.4,0.3,23.4,3.0,1.2,0.9,5.5,1.9,3.8,0.2,0.4568,0.1605,0.0988,0.2716,0.8272,1.8149,0.2346,0.4074,0.6914,0.642,0.284,0.0,2.0248,0.1852,0.4444,0.4444,0.4444,0.1235,0.6667,0.1605,0.3086,0.6914,1.9507,0.2346,6.2348,0.1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19205,2311,340,6638,82,449,0,101,27,694,264,0,26,258,115,530,322,30.0,4.2,31.2,0.4,2.1,0.0,0.5,0.1,3.3,1.2,0.0,0.2,1.2,0.5,2.5,1.5
28,Mississippi,MS,28103,Noxubee County,28103,"Noxubee County, Mississippi",695.158087601942,10261,0,4745,15,3696,253,3748,614,398,164,1006,253,1263,263,1883,479,1756,0,2548,0,2466,362,711,189,52,92,7639,22,89,72,1163,229,19,33,263,102,194,10,37.2,6.1,9.3,3.8,27.2,6.6,18.9,3.9,18.7,4.8,17.1,0.0,24.8,0.0,24.5,3.6,19.2,4.9,0.5,100.0,74.4,0.2,1.9,1.5,24.5,4.8,0.5,0.9,7.1,2.8,1.9,0.1,0.679,0.7778,0.716,0.7284,0.9753,3.8765,0.8765,0.3704,0.7778,0.8765,1.0,0.5309,3.5556,0.9753,0.8642,0.8642,0.8642,0.5309,0.7284,0.0,0.6173,0.4074,2.284,0.4444,10.5803,0.9136,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,8830,1111,218,7552,71,28,27,0,22,41,66,0,22,18,22,0,22,30.1,5.5,73.6,0.7,0.3,0.3,0.0,0.4,0.4,0.6,0.0,0.4,0.2,0.2,0.0,0.4
28,Mississippi,MS,28105,Oktibbeha County,28105,"Oktibbeha County, Mississippi",458.239103848436,51388,0,25185,68,21165,574,18339,1341,1671,431,6742,786,2364,416,4029,655,6004,44,8934,32,5510,748,1529,345,380,213,22633,153,3387,638,2752,462,287,169,1028,337,5257,139,39.8,2.9,6.8,1.7,31.9,3.6,9.1,1.6,7.9,1.3,11.7,0.1,17.4,0.1,10.8,1.5,7.2,1.6,0.8,0.4,44.0,0.3,13.5,2.5,10.9,1.8,1.4,0.8,4.9,1.6,10.2,0.3,0.7531,0.5309,0.9259,0.0494,0.0247,2.284,0.4691,0.0,0.0123,0.0494,0.3457,0.716,1.1234,0.0247,0.5185,0.5185,0.5185,1.0,0.1605,0.1852,0.2099,0.9136,2.4692,0.5432,6.3951,0.2099,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,61929,4030,630,18814,314,913,0,1574,122,38,37,32,47,1187,349,75,71,19.0,2.8,36.6,0.6,1.8,0.0,3.1,0.2,0.1,0.1,0.1,0.1,2.3,0.7,0.1,0.1
28,Mississippi,MS,28107,Panola County,28107,"Panola County, Mississippi",685.174768651766,33157,0,14647,307,12392,531,12180,1146,1241,311,3073,480,4013,670,4476,730,5556,42,8146,29,5830,591,1226,311,8,116,17609,23,146,71,3379,355,378,153,662,220,294,17,37.1,3.5,9.5,2.3,24.8,3.7,18.1,3.0,13.6,2.2,16.8,0.1,24.6,0.1,17.7,1.8,9.8,2.5,0.0,0.4,53.1,0.1,1.0,0.5,23.1,2.5,3.0,1.2,5.3,1.8,0.9,0.1,0.6667,0.8025,0.5926,0.642,0.679,3.3828,0.7901,0.3333,0.7654,0.321,0.7284,0.0,2.1481,0.2593,0.679,0.679,0.679,0.2716,0.642,0.8025,0.284,0.0988,2.0989,0.321,8.3088,0.6049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30381,3481,464,16439,379,206,135,104,127,39,89,138,158,643,327,40,65,28.1,3.8,49.6,1.1,0.6,0.4,0.3,0.4,0.1,0.3,0.4,0.5,1.9,1.0,0.1,0.2
28,Mississippi,MS,28109,Pearl River County,28109,"Pearl River County, Mississippi",811.318931453398,56351,0,24869,38,21188,529,14427,1307,1371,352,4550,632,5067,582,7274,934,10780,97,12686,49,11542,984,1391,319,323,177,11045,346,243,129,4721,493,424,202,616,215,1374,33,26.3,2.4,5.6,1.5,21.5,2.9,13.1,1.5,13.1,1.7,19.1,0.2,22.5,0.1,20.7,1.8,6.6,1.5,0.6,0.3,19.6,0.6,1.0,0.5,19.0,2.0,2.0,1.0,2.9,1.0,2.4,0.1,0.1111,0.321,0.3704,0.2099,0.5926,1.605,0.2099,0.7407,0.3457,0.6296,0.2222,0.6296,2.5678,0.5802,0.0617,0.0617,0.0617,0.2716,0.4074,0.4568,0.0123,0.5309,1.679,0.0864,5.9135,0.1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47387,4138,610,7035,180,1916,0,241,96,49,42,0,33,1454,314,350,239,19.5,2.8,12.5,0.3,3.4,0.0,0.4,0.2,0.1,0.1,0.0,0.1,2.6,0.6,0.6,0.4
28,Mississippi,MS,28111,Perry County,28111,"Perry County, Mississippi",647.28158207358,11511,0,5453,18,4462,198,3936,480,271,154,739,203,1089,262,1584,299,2140,0,2549,0,3308,379,364,146,0,88,2596,7,21,22,1450,244,153,94,200,92,119,11,35.2,4.2,6.3,3.5,16.6,4.5,14.1,3.4,14.1,2.7,18.6,0.0,22.1,0.0,29.5,3.4,8.1,3.3,0.0,0.8,22.6,0.1,0.4,0.4,26.6,4.5,3.5,2.1,4.5,2.1,1.0,0.1,0.5556,0.4691,0.0247,0.2593,0.7778,2.0865,0.3457,0.6914,0.2963,0.9753,0.4568,0.0,2.4198,0.4691,0.0988,0.0988,0.0988,0.1235,0.8395,0.8642,0.1728,0.1358,2.1358,0.3457,6.7409,0.321,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,8701,1117,218,1333,390,808,326,206,129,4,7,0,22,243,118,2,7,25.0,4.6,11.6,3.4,7.0,2.8,1.8,1.1,0.0,0.1,0.0,0.4,2.1,1.0,0.0,0.1
