prvdr_num,fac_name,prvdr_sbtyp_id,mdcd_vndr_num,orgnl_prtcptn_dt,prvdr_type_id,st_adr,city_name,ssa_cnty_cd,zip_cd,phne_num,crtfctn_dt,trmntn_exprtn_dt,state_cd,ssa_state_cd,state_rgn_cd,rgn_cd,fips_state_cd,fips_cnty_cd,cbsa_cd,cbsa_urbn_rrl_ind,acrdtn_type_cd,intrmdry_carr_cd,acptbl_poc_sw,fy_end_mo_day_cd,cmplnc_stus_cd,crtfctn_actn_type_cd,chow_dt,phrmcy_srvc_cd,hh_aide_srvc_cd,lab_srvc_cd,lpn_lvn_cnt,mdcl_scl_srvc_cd,othr_srvc_cd,ot_srvc_cd,nrsng_srvc_cd,prsnel_othr_cnt,pt_srvc_cd,rn_cnt,asc_bgn_srvc_dt,dntl_srgry_sw,endscpy_srgry_sw,ft_srgry_sw,ob_gyn_srgry_sw,oprtg_room_cnt,procedure_room_cnt,opthmlgy_srgry_sw,orthpdc_srgry_sw,othr_srgry_sw,otlrynglgy_srgry_sw,pain_srgry_sw,plstc_srgry_sw,rdlgy_srvc_cd,aplnc_equip_srvc_cd,brnch_cnt,brnch_oprtn_sw,chow_sw,dietn_cnt,hh_aide_cnt,hh_aide_trng_pgm_cd,intrn_rsdnt_srvc_cd,mdcr_hospc_sw,medicare_hospice_provider_num,ntrtnl_gdnc_srvc_cd,ocptnl_thrpst_cnt,pgm_prtcptn_cd,phys_thrpst_stf_cnt,reg_phrmcst_cnt,sbunit_cnt,sbunit_oprtn_sw,sbunit_sw,scl_workr_cnt,spch_pthlgst_audlgst_cnt,spch_thrpy_srvc_cd,vctnl_gdnc_srvc_cd,hospice_type,acute_resp_care_cd,cnslng_srvc_cd,cnslr_emplee_cnt,cnslr_vlntr_cnt,emplee_cnt,hh_aide_emplee_cnt,hh_aide_vlntr_cnt,hmmkr_emplee_cnt,hmmkr_srvc_cd,hmmkr_vlntr_cnt,lpn_lvn_vlntr_cnt,mdcl_scl_workr_cnt,mdcl_scl_workr_vlntr_cnt,mdcl_suply_srvc_cd,physn_cnt,physn_srvc_cd,physn_vlntr_cnt,rn_vlntr_cnt,shrt_term_ip_srvc_cd,spch_pthlgy_srvc_cd,vlntr_cnt,vlntr_othr_cnt,fed_crtfctn_stus_id,fed_crtfctn_stus_name,pgm_trmntn_cd,control_type,gnrl_fac_type_cd,processing_date,aids_bed_cnt,alzhmr_bed_cnt,bed_cnt,bed_per_room_wvr_sw,crtfd_bed_cnt,dlys_bed_cnt,dsbl_chldrn_bed_cnt,elgblty_sw,exprmt_rsrch_cndctd_sw,fax_phne_num,head_trma_bed_cnt,hntgtn_dease_bed_cnt,hosp_bsd_sw,hospc_bed_cnt,intrmdry_carr_prior_cd,isCCRC,lsc_wvr_sw,mdcr_mdcd_snf_bed_cnt,mdcr_snf_bed_cnt,mlt_fac_org_name,mlt_ownd_fac_org_sw,orgnz_fmly_mbr_grp_sw,orgnz_rsdnt_grp_sw,rehab_bed_cnt,room_size_wvr_sw,vntltr_bed_cnt,esrd_ntwrk_num,home_trng_sprt_only_srvc_sw,incntr_nctrnl_srvc_sw,sp_home_trng_sprt_hd_sw,hmdlys_srvc_sw,sp_home_trng_sprt_pd_sw,prtnl_dlys_srvc_sw,lpn_cnt,tchncl_stf_num,tchncn_cnt,dlys_stn_cnt,tchnlgst_2_yr_rdlgc_cnt,tchnlgst_asct_dgr_cnt,tchnlgst_bs_ba_dgr_cnt,mdcr_prtcptn_op_pt_spch_sw,nrsng_srvc_emplee_sw,nrsng_srvc_cntrctr_sw,nrsng_srvc_arngmt_sw,orthtc_prsthtc_emplee_sw,orthtc_prsthtc_cntrctr_sw,orthtc_prsthtc_arngmt_sw,ot_emplee_sw,ot_cntrctr_sw,ot_arngmt_sw,physn_emplee_sw,physn_cntrctr_sw,physn_arngmt_sw,psychlgcl_emplee_sw,psychlgcl_cntrctr_sw,psychlgcl_arngmt_sw,pt_emplee_sw,pt_cntrctr_sw,pt_arngmt_sw,rsprtry_care_emplee_sw,rsprtry_care_cntrctr_sw,rsprtry_care_arngmt_sw,scl_emplee_sw,scl_cntrctr_sw,scl_arngmt_sw,spch_pthlgy_emplee_sw,spch_pthlgy_cntrctr_sw,spch_pthlgy_arngmt_sw,ocptnl_thrpst_cntrct_cnt,ocptnl_thrpst_fltm_cnt,phys_thrpst_cnt,phys_thrpst_arngmt_cnt,spch_pthlgst_cnt,spch_pthlgst_arngmt_cnt,spch_pthlgst_fltm_cnt,icfiid_bed_cnt,prvdr_bsd_fac_sw,drct_care_prsnel_cnt
25G005,"ROLLING HILLS DEVELOPMENT CENTER","Not Applicable","Not Available",1977-08-01,8,"200 WOMACK ROAD",STARKVILLE,520,39759,6623239183,2025-06-26,"Not Available",MS,25,001,04,28,105,99925,R,"Not Applicable","Not Available",No,12-31,Yes,Recertification,"Not Available","Not Applicable","Not Applicable","Not Applicable",13,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",124,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,"Private (proprietary)","Not Applicable",2026-04-01,"Not Applicable","Not Applicable",140,No,140,"Not Applicable","Not Applicable",Yes,"Not Applicable",6623231089,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Available","Not Applicable",No,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",No,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",140,No,56.0
25G008,"SOUTH MISSISSIPPI REGIONAL CEN","Not Applicable","Not Available",1978-06-26,8,"1170 W RAILROAD ST","LONG BEACH",230,39560,2288682923,2025-08-14,"Not Available",MS,25,001,04,28,047,25060,U,"Not Applicable","Not Available",No,06-30,Yes,Recertification,"Not Available","Not Applicable","Not Applicable","Not Applicable",7.35,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",19.8,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",170.05,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,State,"Not Applicable",2026-04-01,"Not Applicable","Not Applicable",130,No,130,"Not Applicable","Not Applicable",Yes,"Not Applicable",2288659364,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Available","Not Applicable",No,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",No,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",130,No,142.0
25G009,"BOSWELL REG CTR/W L JAQUITH IC","Not Applicable","Not Available",1981-01-15,8,"1049 SIMPSON HWY 149",MAGEE,630,39111,6018493321,2025-02-27,"Not Available",MS,25,001,04,28,127,27140,U,"Not Applicable","Not Available",No,"Not Available",Yes,Recertification,"Not Available","Not Applicable","Not Applicable","Not Applicable",39,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",23,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",397,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,State,"Not Applicable",2026-04-01,"Not Applicable","Not Applicable",183,No,183,"Not Applicable","Not Applicable",Yes,"Not Applicable",6018492586,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Available","Not Applicable",No,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",No,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",183,No,335
251504,"BAPTIST HOSPICE-GOLDEN TRIANGLE","Not Applicable","Not Available",1987-09-15,12,"2309 BLUECUTT ROAD, SUITE B",COLUMBUS,430,39705,6622431173,2021-06-23,"Not Available",MS,25,001,04,28,087,99925,R,"Not Available",11004,No,12-31,Yes,Recertification,"Not Available","Not Applicable",1,"Not Applicable",0,1,0,2,1,1,2,8,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Freestanding Hospice",3,1,1,0,20,6,0,0,0,0,0,2,0,2,2,2,0,0,2,2,4,4,3,Certified,00,"Proprietary - Other","Not Applicable",2026-04-01,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",Yes,"Not Applicable",6622432094,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Available","Not Applicable",No,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
251520,"WAYNE GENERAL HOSPICE","Not Applicable","Not Available",1994-05-04,12,"927 WAYNE STREET / MAIL-PO BOX 1249",WAYNESBORO,760,39367,6017357133,2021-01-28,"Not Available",MS,25,001,04,28,153,99925,R,"Not Available",00380,No,9-30,Yes,Recertification,"Not Available","Not Applicable",1,"Not Applicable",0,1,2,2,1,2,2,8,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",Hospital,3,1,1,0,15.5,4,0,0,0,0,0,0.5,0,2,0,2,0,0,2,2,1,1,3,Certified,00,"Government - County","Not Applicable",2026-04-01,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",Yes,"Not Applicable","Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable",07301,"Not Applicable",No,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
251523,"BAPTIST HOME CARE & HOSPICE-NORTH MISSISSIPPI","Not Applicable","Not Available",1994-08-11,12,"560 HIGHWAY 6 EAST",BATESVILLE,530,38606,6622673448,2021-02-10,"Not Available",MS,25,001,04,28,107,99925,R,"Not Available",00380,No,9-30,Yes,Recertification,"Not Available","Not Applicable",1,"Not Applicable",4,1,2,1,1,2,1,3,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Freestanding Hospice",3,1,1,0,23,6,0,0,0,0,0,2,0,2,5,2,0,0,2,1,0,0,3,Certified,00,"Proprietary - Other","Not Applicable",2026-04-01,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",Yes,"Not Applicable",6622673449,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Available","Not Applicable",No,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
251536,GENTIVA,"Not Applicable","Not Available",1997-02-20,12,"  4700 HARDY STREET, SUITE X     ",HATTIESBURG,230,39402,2283857845,2021-11-09,"Not Available",MS,25,001,04,28,047,25060,U,7,11004,Yes,12-31,Yes,Recertification,"Not Available","Not Applicable",1,"Not Applicable",0,1,1,2,1,0.1,2,3.5,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Freestanding Hospice",2,1,1,0,7.1,2,0,0,0,0,0,0.5,0,2,0,2,0,0,2,2,0.2,0.2,3,Certified,00,"Proprietary - Corporation","Not Applicable",2026-04-01,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",Yes,"Not Applicable",2283857846,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Available","Not Applicable",No,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
251537,"SOUTHERN CARE INC DBA GENTIVA ","Not Applicable","Not Available",1997-04-18,12,"925 TOMMY MUNRO DRIVE, SUITE J",BILOXI,230,39532,2283964756,2019-04-12,"Not Available",MS,25,001,04,28,047,25060,U,7,00380,Yes,12-31,Yes,Recertification,"Not Available","Not Applicable",2,"Not Applicable",0,1,0,2,1,5,2,15,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Freestanding Hospice",3,1,3,0,29,0,0,0,3,6,0,2,0,2,4,2,0,0,2,2,6,0,3,Certified,00,"Proprietary - Corporation","Not Applicable",2026-04-01,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",Yes,"Not Applicable","Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Available","Not Applicable",No,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
252501,"NRI-JACKSON NORTH",56,"Not Available",1976-09-01,7,"571 BEASLEY ROAD",JACKSON,240,39206,6019571999,2024-12-19,"Not Available",MS,25,001,04,28,049,27140,U,"Not Available",00230,No,12-31,Yes,Recertification,2006-04-01,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",2,"Not Applicable",6,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,"For Profit","Not Applicable",2026-04-01,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",Yes,"Not Applicable",6019825624,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","DAVITA, INC",Yes,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",8,No,No,Yes,Yes,Yes,No,3.0,1.0,10.0,46,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
252505,"CENTRAL DIALYSIS UNIT",56,"Not Available",1977-12-07,7,"381 MEDICAL DRIVE",JACKSON,240,39216,6019819652,2026-01-22,"Not Available",MS,25,001,04,28,049,27140,U,"Not Available",00400,No,12-31,Yes,Recertification,"Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",6,"Not Applicable",4,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",4,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",4,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,"For Profit","Not Applicable",2026-04-01,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",Yes,"Not Applicable","Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","FRESENIUS MEDICAL CARE HOLDINGS",Yes,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",8,No,No,No,Yes,No,No,2.0,4.0,6.0,41,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
